"AAC","20051025","1.83","1.86","1.83","1.85","455368"
"AAE","20051025","0.45","0.45","0.415","0.42","20029"
"AAM","20051025","0.29","0.30","0.29","0.30","62000"
"AAQ","20051025","0.47","0.47","0.47","0.47","2000"
"AAR","20051025","0.019","0.019","0.018","0.018","293000"
"AAU","20051025","0.73","0.73","0.73","0.73","26400"
"AAZPA","20051025","66.60","67.55","66.60","67.55","2885"
"ABB","20051025","6.90","6.93","6.85","6.93","117661"
"ABC","20051025","2.04","2.15","2.04","2.10","1733630"
"ABI","20051025","0.091","0.095","0.09","0.091","153380"
"ABP","20051025","1.39","1.41","1.39","1.395","152370"
"ABQ","20051025","0.25","0.25","0.25","0.25","19855"
"ABS","20051025","6.30","6.40","6.30","6.32","505175"
"ABSPA","20051025","6.80","6.80","6.70","6.75","22602"
"ACE","20051025","0.195","0.195","0.195","0.195","24000"
"ACL","20051025","1.23","1.235","1.16","1.185","79958"
"ACR","20051025","0.71","0.71","0.71","0.71","30000"
"ACS","20051025","0.195","0.195","0.195","0.195","10000"
"ACU","20051025","0.14","0.14","0.14","0.14","100000"
"ADA","20051025","0.265","0.265","0.265","0.265","8400"
"ADB","20051025","12.35","12.56","12.35","12.40","252545"
"ADBHB","20051025","99.50","99.50","99.50","99.50","100"
"ADBIMF","20051025","6.20","6.20","6.20","6.20","1565"
"ADBPA","20051025","106.25","106.25","105.32","105.32","179"
"ADBPB","20051025","105.00","105.00","105.00","105.00","950"
"ADG","20051025","3.40","3.40","3.34","3.34","9950"
"ADI","20051025","0.35","0.35","0.345","0.35","172500"
"ADL","20051025","0.065","0.065","0.065","0.065","20000"
"ADN","20051025","0.29","0.30","0.29","0.30","55000"
"ADT","20051025","1.10","1.10","1.10","1.10","5000"
"ADU","20051025","0.45","0.47","0.45","0.46","25953"
"ADX","20051025","0.115","0.125","0.115","0.125","250441"
"ADXO","20051025","0.05","0.05","0.05","0.05","35166"
"ADY","20051025","0.14","0.14","0.135","0.135","713325"
"ADZ","20051025","1.70","1.77","1.70","1.745","1047382"
"AEC","20051025","2.35","2.35","2.34","2.34","8053"
"AED","20051025","1.05","1.085","1.05","1.05","259644"
"AEI","20051025","0.62","0.645","0.60","0.645","11000"
"AEN","20051025","1.27","1.27","1.26","1.26","39733"
"AEO","20051025","1.625","1.69","1.61","1.63","301365"
"AEQCA","20051025","1.30","1.30","1.29","1.295","24353"
"AET","20051025","0.40","0.44","0.40","0.43","70505"
"AEU","20051025","1.45","1.46","1.45","1.45","58766"
"AEX","20051025","0.028","0.03","0.028","0.03","1773000"
"AEYG","20051025","88.11","88.25","86.00","86.50","8290"
"AEZCA","20051025","0.815","0.815","0.805","0.815","913293"
"AFI","20051025","3.97","4.00","3.94","3.99","254347"
"AFS","20051025","0.064","0.064","0.064","0.064","75000"
"AFT","20051025","0.03","0.035","0.03","0.034","60338740"
"AGC","20051025","1.32","1.32","1.27","1.30","119880"
"AGI","20051025","0.57","0.57","0.565","0.57","78200"
"AGL","20051025","14.20","14.43","14.19","14.35","2483892"
"AGLIMD","20051025","3.40","3.40","3.40","3.40","4000"
"AGLIMG","20051025","3.70","3.70","3.70","3.70","1000"
"AGLIOM","20051025","4.82","4.97","4.79","4.97","6800"
"AGLIWL","20051025","2.71","2.71","2.71","2.71","1000"
"AGLWOJ","20051025","0.115","0.14","0.11","0.135","407685"
"AGM","20051025","0.155","0.155","0.15","0.155","382496"
"AGO","20051025","0.23","0.23","0.23","0.23","18500"
"AGS","20051025","0.14","0.14","0.135","0.135","755222"
"AGX","20051025","0.265","0.285","0.265","0.28","427153"
"AGY","20051025","0.05","0.05","0.05","0.05","46000"
"AGZ","20051025","0.255","0.255","0.255","0.255","5000"
"AHD","20051025","4.33","4.35","4.24","4.35","88533"
"AHS","20051025","1.31","1.315","1.30","1.30","51418"
"AHU","20051025","7.01","7.01","7.01","7.01","60"
"AHUG","20051025","99.00","99.55","99.00","99.30","589"
"AHUGA","20051025","96.00","96.00","95.70","95.99","3566"
"AIA","20051025","1.81","1.81","1.81","1.81","1456895"
"AIE","20051025","0.185","0.185","0.185","0.185","32750"
"AIHCA","20051025","2.00","2.04","1.995","2.00","3291858"
"AIHISA","20051025","1.155","1.155","1.145","1.145","30000"
"AIM","20051025","0.05","0.05","0.05","0.05","1200000"
"AIX","20051025","2.35","2.41","2.35","2.40","1306599"
"AIZ","20051025","1.005","1.03","1.005","1.02","71584"
"AJL","20051025","0.98","0.99","0.97","0.97","96521"
"AKD","20051025","0.018","0.018","0.018","0.018","53000"
"ALD","20051025","0.315","0.315","0.31","0.31","307892"
"ALDO","20051025","0.16","0.16","0.16","0.16","20000"
"ALK","20051025","0.20","0.20","0.195","0.195","29000"
"ALL","20051025","10.90","11.04","10.89","11.00","1178019"
"ALLION","20051025","4.50","4.50","4.50","4.50","3100"
"ALLIZI","20051025","2.66","2.66","2.66","2.66","10000"
"ALN","20051025","10.75","10.90","10.55","10.60","561060"
"ALNIMC","20051025","5.71","5.71","5.71","5.71","900"
"ALNIWK","20051025","4.52","4.52","4.52","4.52","5000"
"ALNIZI","20051025","2.70","2.88","2.70","2.88","18497"
"ALNPA","20051025","170.00","174.50","170.00","170.20","250"
"ALR","20051025","1.26","1.26","1.26","1.26","5000"
"ALS","20051025","8.65","8.75","8.61","8.66","293088"
"ALU","20051025","0.225","0.225","0.225","0.225","40000"
"ALW","20051025","0.675","0.675","0.675","0.675","18000"
"ALZ","20051025","1.80","1.85","1.80","1.83","1616415"
"AMB","20051025","0.60","0.60","0.60","0.60","6000"
"AMC","20051025","6.50","6.50","6.38","6.46","4180214"
"AMCIMF","20051025","1.775","1.775","1.775","1.775","2485"
"AMCION","20051025","0.565","0.565","0.565","0.565","15000"
"AMCIWL","20051025","1.65","1.65","1.65","1.65","3000"
"AMCIZU","20051025","1.11","1.14","1.11","1.14","20000"
"AMCXOF","20051025","0.805","0.805","0.755","0.755","17000"
