Company Name,ASX code,Date Delisted*,Reason
APHRODITE GOLD LIMITED,AQQ,8/01/2018,"As from the close of trading on Monday, 08 January 2018, the abovementioned company will be removed from the Official List pursuant to Listing rule 17.11."
SEARCH PARTY GROUP LTD,SP1,9/01/2018,"As from the close of trading on Tuesday, 9 January 2018, the abovementioned company will be removed from the Official List pursuant to Listing rule 17.11."
AUTOMOTIVE SOLUTIONS GROUP LTD,4WD,19/01/2018,we understand AMA Group Limited was successful with an offer of 35 cents cash per Automotive Solutions share
BCD RESOURCES NL,BCD,22/01/2018,we understand the company has been delisted because of failure to have its securities quoted for more than three years - the company failed and is in administration
LIFE CORPORATION LTD,LFC,24/01/2018,"we understand the company consolidated existing shareholdings 1 for 100 and issued new shares to extinguish debt - shareholders could accept the company's offer to buy back their shares at 50 cents each (post consolidation) or hold their shares - given the small shareholder base, thin trading and compliance costs, the listing on ASX was therefore no longer warranted"
HAOMA MINING NL,HAO,2/02/2018,"we understand ASX decided, after lengthy consultation with the company, to proceed with its delisting because HAO attempted to disclose exploration results to the market in a manner that did not comply with the Listing Rules and the JORC Code and in particular was inconsistent with the opinions of a 'competent person' - ASX's decision is disputed by the company"
YANCOAL SCN LIMITED,YCN,2/02/2018,we understand the company elected for early redemption of the Subordinated Capital Notes (ASX Code: YCNPA) - holders were paid the face value of the notes ($100) plus the accrued distribution to 31 January 2018 unless they elected to convert their notes to Yancoal Australia Limited shares
QUEENSLAND MINING CORPORATION LIMITED,QMN,7/02/2018,we understand Moly Mines Limited was successful with an offer of A$0.17 cash per QMN share
BRIERTY LIMITED,BYL,16/02/2018,we understand the company delisted following its failure and subsequent administration and liquidation
WAKENBY LIMITED,WAK,5/03/2018,we understand this company failed and ASX removed the company from listing as its securities have not been quoted for three years
CERAMIC FUEL CELLS LIMITED,CFU,5/03/2018,we understand this company failed and ASX removed the company from listing as its securities have not been quoted for three years
CRUSADE ABS SERIES 2013-1 TRUST,CUF,19/03/2018,we understand the trust was delisted following redemption of all outstanding Notes of the Trust on 13 March 2018
PREMIERE EASTERN ENERGY LIMITED,PEZ,19/03/2018,we understand the company was delisted following its failure and the subsequent appointment of liquidators
PACIFIC MINING LIMITED,PFM,26/03/2018,we understand P B White Minerals Pty Ltd was successful with an offer of 60 cents for each PFM share
NOVARISE RENEWABLE RESOURCES INTERNATIONAL LIMITED,NOE,27/03/2018,we understand this company failed and ASX removed the company from listing as its securities have not been quoted for three years
ACONEX LIMITED,ACX,3/04/2018,we understand Oracle Corporation was successful with an offer of $7.80 for each Aconex share
CENTRAL ASIA RESOURCES LIMITED.,CVR,6/04/2018,we understand the company failed and is in administration - ASX removed the company from listing as its securities have not been quoted for three years
SERIES 2007-2 REDS TRUST,REQ,6/04/2018,we understand the trust was delisted following the full redemption of the Notes on 4 December 2017
AUSTRALIAN MASTERS YIELD FUND NO 3 LIMITED,AYJ,13/04/2018,we understand delisting followed the maturity of the subordinated notes and payment of the final capital return
TRILOGY INTERNATIONAL LIMITED,TIL,13/04/2018,"we understand CITIC Capital China Partners III, L.P acquired all of the issued shares in the Company for the consideration of NZ$2.90 per share, payment to be made on 18 April 2018"
ALTONA MINING LIMITED,AOH,19/04/2018,we understand Copper Mountain Mining Corporation acquired all of the issued securities in the Company for the consideration of 0.0974 Copper Mountain shares which trade as CDIs on ASX under the code C6C
OCHRE GROUP HOLDINGS LIMITED,OGH,23/04/2018,we understand this company failed and ASX removed the company from listing as its securities have not been quoted for three years
VIENTO GROUP LIMITED,VIE,23/04/2018,we understand this company failed and ASX removed the company from listing as its securities have not been quoted for three years
SMART ABS SERIES 2014-2E TRUST,SAB,26/04/2018,we understand the trust was delisted following the full redemption on 16 April 2018 of the Class A-A Asset Backed Pass Through Floating Rate Notes due 14 June 2021 and the Class A-E Asset Backed Pass Through Floating Rate Notes due 14 June 2021
RAMS MORTGAGE SECURITIES TRUST SERIES 2007-1HE,RMB,26/04/2018,we understand the Class B Mortgage Backed Pass Through Floating Rate Notes (RMBHC) maturing 16 April 2039 were redeemed on 17 July 2017
SERIES 2007-1 HARVEY TRUST,HTV,26/04/2018,we understand the Class A Mortgage Backed Pass Through Floating Rate Notes (HTVHA) maturing 11 July 2038 of Series 2007-1 were fully redeemed on 11 April 2017
GOODMAN PLUS TRUST,GMP,26/04/2018,"we understand Goodman repurchased, on 30 September 2017, all outstanding units (GMPPA) of Goodman Plus at $100 per unit, unitholders also received a distribution for the period to 30 September 2017 of $1.414027 per unit"
BILLABONG INTERNATIONAL LIMITED,BBG,26/04/2018,"we understand that a subsidiary of Boardriders, Inc. was successful with an offer of A$1.05 cash per BBG share"
INDOCHINE MINING LIMITED,IDC,2/05/2018,we understand the company failed and is in administration - ASX removed the company from listing as its securities have not been quoted for three years
PSIVIDA CORP.,PVA,7/05/2018,"we understand the company delisted because of a significant decrease in the proportion of the Company's Common Stock held by CDI holders, poor liquidity on the ASX, spending of about AUD100,000 a year on maintaining its listing on the ASX as a result of both direct and indirect costs and further fundraising will be more likely to be successful if the Company is not listed on the ASX (the company now called EyePoint Pharmaceuticals, Inc. trades on Nasdaq as \EYPT\"")"""
PRIMARY GOLD LIMITED,PGO,8/05/2018,"we understand HGM Resources Pty Ltd (HGM), a wholly owned subsidiary of Hanking Australia Investment Pty Ltd was successful with an offer of $0.0575 cash per PGO Share"
AWE LIMITED,AWE,8/05/2018,"we understand Mitsui & Co., Ltd. was successful with an offer of $0.95 cash per share for all of the issued shares of AWE"
DING SHENG XIN FINANCE CO. LIMITED,DXF,15/05/2018,we understand the company failed and ASX removed the company from listing as its securities have not been quoted for three years
ASIAN MASTERS FUND LIMITED,AUF,17/05/2018,we understand AUF was restructured from a fund of funds to a direct equities listed investment trust (Evans & Partners - EAF) - shareholders received one unit in EAF for each share they held in AUF
QRXPHARMA LTD,QRX,23/05/2018,we understand the company failed and is in administration - ASX removed the company from listing as its securities have not been quoted for three years
TOX FREE SOLUTIONS LIMITED,TOX,28/05/2018,we understand Cleanaway Waste Management Limited was successful with an offer of $2.845 per Toxfree share - a fully franked special dividend of $0.58 per Toxfree share was paid to shareholders on 23 May 2018
LIFEHEALTHCARE GROUP LIMITED,LHC,28/05/2018,we understand Pacific Health Supplies BidCo was successful with an offer of A$3.495 cash for each LifeHealthcare share - a Special Dividend of A$0.18 cash per share was also paid on or about 25 May 2018
MANTRA GROUP LIMITED,MTR,1/06/2018,we understand AAPC (a subsidiary of Accor S.A.) was successful with an offer of $3.80 per MTR share - MTR also paid a special fully franked dividend of 16 cents a share on 25 May 2018
MARTIN AIRCRAFT COMPANY LIMITED,MJP,4/06/2018,we understand the company delisted because its shares have been thinly traded on ASX and to save listing and associated costs - it will list its shares on the USX in New Zealand so that they can still be traded
